VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2018 Dec 31 10:57:41 PM,2018 Dec 31 10:59:20 PM,1,0.2,1,N,113,79,1,3,0.5,0.5,0.85,0,0.3,5.15
1,2018 Dec 31 10:57:41 PM,2018 Dec 31 11:04:53 PM,1,2.6,1,N,141,74,1,9,0.5,0.5,2,0,0.3,12.3
2,2018 Dec 31 10:57:41 PM,2018 Dec 31 11:19:54 PM,1,4.19,1,N,79,236,1,17,0.5,0.5,3.66,0,0.3,21.96
2,2018 Dec 31 10:57:41 PM,2018 Dec 31 11:01:59 PM,1,0.86,1,N,239,151,1,5,0.5,0.5,2,0,0.3,8.3
2,2018 Dec 31 10:57:41 PM,2018 Dec 31 11:11:45 PM,1,2.84,1,N,239,141,1,12.5,0.5,0.5,2.76,0,0.3,16.56
1,2018 Dec 31 10:57:41 PM,2018 Dec 31 11:16:03 PM,1,1.4,1,N,161,234,1,12,0.5,0.5,2.65,0,0.3,15.95
2,2018 Dec 31 10:57:40 PM,2018 Dec 31 11:15:16 PM,1,2.45,1,N,249,209,1,12.5,0.5,0.5,3.45,0,0.3,17.25
2,2018 Dec 31 10:57:40 PM,2018 Dec 31 11:07:12 PM,1,1.35,1,N,142,48,1,7.5,0.5,0.5,2,0,0.3,10.8
1,2018 Dec 31 10:57:40 PM,2018 Dec 31 11:09:27 PM,1,3,1,N,75,161,2,11.5,0.5,0.5,0,0,0.3,12.8
1,2018 Dec 31 10:57:40 PM,2018 Dec 31 11:04:11 PM,1,1.1,1,N,24,151,1,7,0.5,0.5,2,0,0.3,10.3
1,2018 Dec 31 10:57:40 PM,2018 Dec 31 11:14:02 PM,2,4.2,1,N,143,74,2,14.5,0.5,0.5,0,0,0.3,15.8
2,2018 Dec 31 10:57:39 PM,2018 Dec 31 11:07:19 PM,4,1.6,1,N,237,170,2,8.5,0.5,0.5,0,0,0.3,9.8
