VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2018 Dec 31 11:17:11 PM,2018 Dec 31 11:36:35 PM,1,4.1,1,N,50,231,1,17.5,0.5,0.5,2.5,0,0.3,21.3
2,2018 Dec 31 11:17:10 PM,2018 Dec 31 11:19:52 PM,3,0.61,1,N,151,43,2,4,0.5,0.5,0,0,0.3,5.3
1,2018 Dec 31 11:17:10 PM,2018 Dec 31 11:23:31 PM,1,1.6,1,N,236,229,2,7,0.5,0.5,0,0,0.3,8.3
1,2018 Dec 31 11:17:10 PM,2018 Dec 31 11:27:53 PM,1,1.9,1,N,181,33,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2018 Dec 31 11:17:10 PM,2018 Dec 31 11:28:24 PM,1,2,1,N,143,68,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2018 Dec 31 11:17:10 PM,2018 Dec 31 11:26:18 PM,1,1.96,1,N,87,65,2,9,0.5,0.5,0,0,0.3,10.3
1,2018 Dec 31 11:17:09 PM,2018 Dec 31 11:22:13 PM,1,0.7,1,N,170,229,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2018 Dec 31 11:17:09 PM,2018 Dec 31 11:33:37 PM,1,3.61,1,N,186,87,1,13.5,0.5,0.5,4.44,0,0.3,19.24
1,2018 Dec 31 11:17:09 PM,2018 Dec 31 11:23:02 PM,1,1.2,1,N,234,162,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2018 Dec 31 11:17:09 PM,2018 Dec 31 11:25:38 PM,2,1.6,1,N,107,114,1,7.5,0.5,0.5,1.75,0,0.3,10.55
2,2018 Dec 31 11:17:09 PM,2018 Dec 31 11:20:47 PM,1,0.29,1,N,158,158,2,3.5,0.5,0.5,0,0,0.3,4.8
2,2018 Dec 31 11:17:09 PM,2018 Dec 31 11:26:55 PM,1,1.53,1,N,229,43,1,8.5,0.5,0.5,2.94,0,0.3,12.74
2,2018 Dec 31 11:17:09 PM,2018 Dec 31 11:24:42 PM,1,1.28,1,N,236,236,1,7,0.5,0.5,1.66,0,0.3,9.96
1,2018 Dec 31 11:17:08 PM,2018 Dec 31 11:21:01 PM,3,0.3,1,N,230,163,2,4,0.5,0.5,0,0,0.3,5.3
1,2018 Dec 31 11:17:08 PM,2018 Dec 31 11:27:56 PM,1,0.8,1,N,148,148,1,8,0.5,0.5,2.3,0,0.3,11.6
2,2018 Dec 31 11:17:08 PM,2018 Dec 31 11:23:17 PM,1,0.81,1,N,4,224,2,6,0.5,0.5,0,0,0.3,7.3
2,2018 Dec 31 11:17:08 PM,2018 Dec 31 11:27:08 PM,5,2.06,1,N,7,260,1,9.5,0.5,0.5,2.16,0,0.3,12.96
1,2018 Dec 31 11:17:08 PM,2018 Dec 31 11:29:16 PM,1,3.4,1,N,237,152,1,12,0.5,0.5,1,0,0.3,14.3
1,2018 Dec 31 11:17:08 PM,2018 Dec 31 11:25:53 PM,2,2,1,N,163,262,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2018 Dec 31 11:17:07 PM,2018 Dec 31 11:21:31 PM,1,0.64,1,N,48,48,2,5,0.5,0.5,0,0,0.3,6.3
2,2018 Dec 31 11:17:07 PM,2018 Dec 31 11:21:22 PM,5,0.73,1,N,107,90,2,5,0.5,0.5,0,0,0.3,6.3
2,2018 Dec 31 11:17:06 PM,2018 Dec 31 11:21:49 PM,1,0.65,1,N,234,107,2,5,0.5,0.5,0,0,0.3,6.3
1,2018 Dec 31 11:17:06 PM,2018 Dec 31 11:23:34 PM,4,1.3,1,N,237,161,2,7,0.5,0.5,0,0,0.3,8.3
2,2018 Dec 31 11:17:06 PM,2018 Dec 31 11:32:26 PM,1,7.07,1,N,262,87,1,21,0.5,0.5,4.46,0,0.3,26.76
1,2018 Dec 31 11:17:05 PM,2018 Dec 31 11:27:32 PM,1,2.1,1,N,158,148,1,9.5,0.5,0.5,1,0,0.3,11.8
2,2018 Dec 31 11:17:04 PM,2018 Dec 31 11:25:21 PM,1,1.18,1,N,236,237,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2018 Dec 31 11:17:04 PM,2018 Dec 31 11:24:05 PM,3,1,1,N,164,107,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,2018 Dec 31 11:17:03 PM,2018 Dec 31 11:37:49 PM,1,4.6,1,N,100,263,1,17,0.5,0.5,1.7,0,0.3,20
2,2018 Dec 31 11:17:03 PM,2018 Dec 31 11:21:59 PM,1,0.69,1,N,48,43,1,5,0.5,0.5,1,0,0.3,7.3
4,2018 Dec 31 11:17:02 PM,2018 Dec 31 11:56:07 PM,1,20.8,2,N,132,239,1,52,0,0.5,11.71,5.76,0.3,70.27
2,2018 Dec 31 11:17:02 PM,2018 Dec 31 11:39:50 PM,2,3.89,1,N,249,249,1,16.5,0.5,0.5,3.56,0,0.3,21.36
2,2018 Dec 31 11:17:01 PM,2018 Dec 31 11:24:45 PM,1,1.59,1,N,48,68,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2018 Dec 31 11:17:01 PM,2018 Dec 31 11:25:15 PM,2,0.93,1,N,234,170,2,7,0.5,0.5,0,0,0.3,8.3
1,2018 Dec 31 11:17:00 PM,2018 Dec 31 11:38:28 PM,3,2.9,1,N,262,151,1,15,0.5,0.5,0,0,0.3,16.3
4,2018 Dec 31 11:17:00 PM,2018 Dec 31 11:25:57 PM,1,2.21,1,N,229,263,1,8.5,0.5,0.5,0.5,0,0.3,10.3
2,2018 Dec 31 11:17:00 PM,2018 Dec 31 11:26:10 PM,2,1.92,1,N,142,162,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2018 Dec 31 11:17:00 PM,2018 Dec 31 11:24:01 PM,1,1,1,N,164,233,1,6.5,0.5,0.5,1,0,0.3,8.8
2,2018 Dec 31 11:16:59 PM,2018 Dec 31 11:28:37 PM,1,1.23,1,N,186,186,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2018 Dec 31 11:16:59 PM,2018 Dec 31 11:28:39 PM,1,1.47,1,N,158,79,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,2018 Dec 31 11:16:59 PM,2018 Dec 31 11:41:02 PM,1,5.61,1,N,107,7,1,20.5,0.5,0.5,4.36,0,0.3,26.16
2,2018 Dec 31 11:16:59 PM,2018 Dec 31 11:29:18 PM,1,5.47,1,N,239,244,2,17,0.5,0.5,0,0,0.3,18.3
1,2018 Dec 31 11:16:58 PM,2018 Dec 31 11:22:59 PM,2,0.7,1,N,113,79,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2018 Dec 31 11:16:58 PM,2018 Dec 31 11:28:58 PM,1,2.3,1,N,90,48,1,10,0.5,0.5,2.25,0,0.3,13.55
1,2018 Dec 31 11:16:58 PM,2018 Dec 31 11:20:39 PM,2,0.4,1,N,238,238,1,4.5,0.5,0.5,1,0,0.3,6.8
1,2018 Dec 31 11:16:57 PM,2018 Dec 31 11:29:38 PM,1,2.2,1,N,164,79,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2018 Dec 31 11:16:57 PM,2018 Dec 31 11:23:42 PM,3,0.83,1,N,114,144,2,6,0.5,0.5,0,0,0.3,7.3
2,2018 Dec 31 11:16:57 PM,2018 Dec 31 11:22:30 PM,1,1.08,1,N,237,141,1,6,0.5,0.5,0.75,0,0.3,8.05
2,2018 Dec 31 11:16:57 PM,2018 Dec 31 11:19:23 PM,1,0.15,1,N,170,170,2,3.5,0.5,0.5,0,0,0.3,4.8
2,2018 Dec 31 11:16:56 PM,2018 Dec 31 11:38:07 PM,2,4.68,1,N,237,158,2,17.5,0.5,0.5,0,0,0.3,18.8
1,2018 Dec 31 11:16:56 PM,2018 Dec 31 11:22:07 PM,1,0.7,1,N,186,230,1,5,0.5,0.5,1,0,0.3,7.3
2,2018 Dec 31 11:16:56 PM,2018 Dec 31 11:32:53 PM,1,2.33,1,N,48,229,2,12,0.5,0.5,0,0,0.3,13.3
